Year,Region,Population,Waste And Sewage,Machinery,Electricity And District Heating,Other Heating,Agriculture,Transportation,Industry,Total Emissions
1990,Blekinge laen,0,0.0,54.7931517833259,16.4725080118701,211.879761046913,2.17069844471055,288.091081668987,148.91317515309802,722.3203761089045
1990,Dalarnas laen,0,0.0,134.776157199099,69.3299588182213,350.969145508837,4.191105010514519,663.355136201727,794.334369277592,2016.9558720159907
1990,Gaevleborgs laen,0,0.0,134.63511552919599,206.298099590649,249.39999559786298,4.60286919321959,703.976957300804,522.033631413249,1820.9466686249807
1990,Gotlands laen,0,0.0,69.54498238101151,4.68235062279758,74.6162521224772,5.75119346848415,180.491871679124,1678.69800195658,2013.7846522304744
1990,Hallands laen,0,0.0,112.124204149765,34.6748200542661,395.74169392852,7.55938819792711,705.822460212206,509.298476078882,1765.2210426215663
1990,Jaemtlands laen,0,0.0,107.529565862927,113.929969309483,142.243803280306,2.89365130716067,463.49697322206504,26.309637312958998,856.4036002949008
1990,Joenkoepings laen,0,0.0,110.29668075646,84.227695808275,382.68841245160297,6.0003320730957,745.1808088094959,159.71028996470397,1488.1042198636337
1990,Kalmar laen,0,0.0,128.16927066954202,59.5401843708918,331.09881915786895,8.40829447707823,538.879213756984,302.658545055989,1368.754327488354
1990,Kronobergs laen,0,0.0,74.2559483701752,123.592275980541,223.23023973296202,3.30343988632636,498.681489004798,143.81371098029402,1066.8771039550966
1990,Norrbottens laen,0,0.0,290.53656776357303,1592.2275836318602,248.2004262159,2.56085100797026,754.383470445864,1816.2799112388698,4704.188810304036
1990,Oerebro laen,0,43.854513,97.54763539235279,371.855728282758,315.84767879224,7.0582914412360696,590.596961441261,402.580014285741,1829.340822635589
1990,Oestergoetlands laen,0,0.0,163.946226625297,646.205259794126,390.325683776434,13.523136344646801,884.441511593695,331.847124393298,2430.288942527497
1990,Skaane laen,0,0.0,502.973081757916,869.13143599925,1080.4411004351,30.1351140896672,2239.38046712815,1656.1479621144301,6378.209161524514
1990,Soedermanlands laen,0,0.0,98.0351045448554,184.092462418608,270.268105642524,8.481853013955769,633.132735115848,2461.16494792886,3655.175208664651
1990,Stockholms laen,0,0.0,490.626953973578,1132.47184214988,1428.89193762414,5.638349325176731,2766.7365339825697,519.360903462548,6343.726520517892
1990,Uppsala laen,0,0.0,102.935654669222,476.950162221781,298.19220664864804,11.2353497020001,703.248794494692,139.073986527656,1731.6361542639993
1990,Vaermlands laen,0,0.0,112.21067783999001,106.356100340726,495.354055453029,7.47365157333632,626.234452942354,497.78380390076603,1845.4127420502014
1990,Vaesterbottens laen,0,0.0,172.60782075696,166.31751502715798,205.53229615314402,4.96124175494897,558.122490042513,410.518550096314,1518.059913831038
1990,Vaesternorrlands laen,0,0.0,137.418111288582,96.7231656388432,283.65119409205505,3.49563131333256,589.241019413519,988.237492657042,2098.7666144033738
1990,Vaestmanlands laen,0,0.0,95.95955600591991,613.8504753834061,193.71267585813,6.82542781024294,508.17238898333204,251.326410769257,1669.846934810288
1990,Vaestra Goetalands laen,0,0.0,606.956038496224,698.929751201474,1479.42455023625,31.4720086798364,2804.71040828848,4343.47382744754,9964.966584349804
2005,Blekinge laen,0,0.567988620891905,49.5640365611576,100.85997666843,80.0630629221297,1.42271243599147,321.225778068052,110.357692370797,664.0612476474496
2005,Dalarnas laen,0,2.47981674886666,129.188212289368,49.9419163991833,116.949424426435,2.7469210502952803,740.804898842384,1053.64260492128,2095.753794677812
2005,Gaevleborgs laen,0,2.05029428579446,119.24804112615699,198.913972288282,84.02956177889361,3.01679799449331,800.333400442867,497.84028049536397,1705.4323484118513
2005,Gotlands laen,0,1.24962383478074,50.8946469078589,3.590207966157,31.2275229350134,3.7694292283741904,209.39852483917,1784.46673285629,2084.5966885676444
2005,Hallands laen,0,0.71363929891824,115.398974994984,55.6506262674559,147.966411665475,4.95455085788853,806.978786200937,368.860609953638,1500.5235992392966
2005,Jaemtlands laen,0,4.41401543541568,93.0342918867987,38.4938292655444,51.1951400365989,1.89654788451653,517.568894856934,15.954430540642699,722.5571499064508
2005,Joenkoepings laen,0,0.959955414575699,152.213238718273,78.24336815987249,133.4040832521,3.93271972228872,872.15750310928,91.4555380103005,1332.3664063866904
2005,Kalmar laen,0,1.68045273486947,112.35462874801999,65.1774508017731,116.989924261472,5.510937857189431,611.6577374221739,407.93276549189505,1321.303897317393
2005,Kronobergs laen,0,0.768584785445757,192.556241518026,47.882400457387604,79.5625368929806,2.16513063597567,576.9915732107589,48.1783855538129,948.1048530543874
2005,Norrbottens laen,0,9.21966833885435,301.974758652351,2440.66088076049,79.8813482575877,1.67842497882426,846.5891145891669,2026.8105465251601,5706.814742102435
2005,Oerebro laen,0,0.789893604449958,85.3803894898144,290.813104176587,105.46917223203401,4.62612362729916,674.844150104559,207.853959534788,1369.7767927695315
2005,Oestergoetlands laen,0,1.19524994205372,134.497496774346,466.97136405991404,134.156120658885,8.86329155837418,1005.96308630707,292.086287756893,2043.7328970575359
2005,Skaane laen,0,1.3973157047012201,415.468804101805,746.425565149808,413.545871686175,19.75106338571,2536.5803166833502,1092.9499366526202,5226.11887336417
2005,Soedermanlands laen,0,0.714047466626325,98.901690037968,21.5664262921245,93.20526526615791,5.55914935772363,717.17085717826,2661.6441973767996,3598.76163297566
2005,Stockholms laen,0,1.3576374395569701,401.018491815307,1179.20317204815,463.094923127339,3.6954688475563,3055.89547180945,344.021041409355,5448.286206496715
