Huvudsektor,Undersektor,Län,Kommun,CO2 1990,CO2 2000,CO2 2005,CO2 2010,CO2 2015,CO2 2016,CO2 2017,CO2 2018,CO2 2019,CO2 2020,CO2 2021,CO2 2022
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Mark,52610.7581959167,36169.1239099575,18281.5750135363,8395.29255142886,4498.51621517095,4167.49733667167,4115.52655321749,3391.79859920954,3119.37142831092,2864.54148416187,3151.25474516138,3198.72189485456
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Mellerud,17653.3119003339,11930.7571814788,6262.32297476456,3059.26868659152,1691.66140491663,1610.04321880218,1577.32187732633,1263.22639000412,1186.6303626853,1080.41280324452,1178.17564244863,1197.78574892864
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Munkedal,32059.510524758,22806.1844856792,11740.4859581807,7758.02889335231,4183.87855050183,3935.52391781037,3554.2597911834,3346.97901803234,3620.11121350146,3540.88643155525,3504.91423513351,3493.73510599908
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Mölndal,33810.4962242714,24147.9213438276,12347.124316211,8517.23319510794,4508.89433664483,4228.99579845902,3788.45230675071,3706.68636107267,3990.25593948099,3927.79530797043,3870.92364887304,3858.08356333962
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Orust,33357.2624359003,23772.4052359248,12620.1251624521,9178.22639640101,4992.90810213365,4762.18417985771,4267.1810793794,4019.46484082662,4405.68497289729,4313.11275466675,4239.51931016001,4224.56178636507
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Partille,18673.8339984257,13408.1810809587,6567.58152251218,3933.23884045344,2024.58984431723,1847.28363386143,1684.5153649874,1664.96230102822,1731.05114398758,1704.36868453765,1708.45824585324,1704.28685284862
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Skara,26669.9312123758,18273.804334396,9246.37552316365,4239.59583227645,2278.92633419835,2113.46188812455,2084.08832228687,1716.27406721249,1581.71330625478,1451.4516979002,1593.95249072751,1618.33425603154
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Skövde,42516.875098729,29419.8558998449,14695.4523815804,6617.55504729606,3504.0565906193,3213.64669981552,3184.75850029933,2651.21102132495,2418.62958072082,2228.38451586621,2460.72081160903,2496.13398864822
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Sotenäs,28624.6605181946,20055.9401935621,10661.2290944044,8528.24760382228,4601.7906575324,4394.10647770078,3837.11220703261,3828.86167618803,4259.55884340332,4209.91080224189,4060.97670872931,4043.09996812863
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Stenungsund,27574.6853473925,19579.3236511776,10510.0582023188,8219.29378821201,4456.32885679243,4268.53542080391,3778.93706794056,3651.39172268593,4034.1957443842,3967.31530935693,3864.69519474293,3849.4847614611
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Strömstad,33921.7076547383,24133.703912879,12268.8622328983,8086.83329509509,4305.32964080735,4024.82845805662,3621.804753959,3494.27425905306,3758.67729742556,3690.43220649698,3647.07137900055,3635.32576637676
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Svenljunga,19892.9678078642,13586.7975864759,7013.30367893468,3339.51035179169,1821.48330366968,1714.05164826697,1686.62352078552,1363.58679472163,1269.87143875098,1160.51977357999,1271.66407304982,1291.59900463962
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Tanum,42873.1108034925,30566.790905013,15873.7191227498,10791.4609273961,5828.24861638098,5505.50242324182,4965.34927590451,4673.4414144621,5067.74217696442,4957.65115215536,4901.70629797353,4885.82988740907
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Tibro,13691.2771829097,9265.64241946974,4650.4894617346,2121.8304152338,1123.12027294247,1036.21093446031,1016.66894889548,869.249750721736,788.411994708675,725.318781158635,793.675584407472,807.70680575859
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Tidaholm,20839.6770282794,14059.1982068984,7163.14322853187,3335.01009492694,1797.49175170316,1677.85139036724,1643.47121842423,1371.65456471151,1261.92806692687,1156.03757368254,1261.64555913681,1283.66797833833
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Tjörn,34539.3665145682,24743.5756827852,12445.9417988265,7793.50693248512,4118.34835000079,3823.0173247957,3480.17078417224,3322.41538985759,3521.27311342334,3449.56010818613,3444.26065506799,3434.91875473044
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Tranemo,19190.9393303787,13197.4739694486,6703.38506531198,3105.19816629673,1671.25897561036,1554.02345566685,1534.42986804168,1255.85286214729,1159.10381879361,1063.21902072031,1169.3550234872,1186.86585508482
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Trollhättan,36827.2327289498,25500.5131069306,12331.3993476247,5215.0202094427,2667.78143154433,2371.37216097238,2357.34515746847,2065.66455727312,1833.64383890673,1705.14492174682,1889.65968018047,1917.15636122129
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Töreboda,15006.0623486956,10229.0367514449,5360.928473989,2613.88007471291,1444.06406063151,1372.26172252721,1348.64177655569,1072.01986994818,1008.14566479831,918.40503138051,1004.68403455018,1020.41794775388
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Uddevalla,38391.4300972886,27396.2221108811,14832.7723183342,11561.0044636813,6298.93426834571,6051.21102756886,5386.83320271366,5116.93404048728,5647.99577841929,5539.52224829355,5416.88744059985,5396.4920400971
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Ulricehamn,37311.8480023052,25399.0800668408,13043.6433459996,6162.18920587545,3344.0693751125,3136.76893084897,3083.09006037406,2520.70431631427,2336.16024275242,2137.25236504154,2339.86383843668,2377.7963412937
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Vara,25519.3540399457,17435.9518433079,9541.32038903049,4933.80822359307,2822.80948792928,2744.30609337159,2696.03425540484,2032.26263993605,1966.74339166694,1777.41123191572,1940.62485187716,1968.86115674118
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Vårgårda,15700.5405125507,10818.7012718642,5694.06076590401,2771.28150996382,1546.67629981941,1472.23727290421,1452.33212293211,1124.97494221162,1070.04347830479,973.357144869524,1067.74934173681,1082.50717768114
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Vänersborg,37097.8469287453,25442.2604440291,12699.4681813097,5697.28333151463,3017.52915173685,2767.78313910614,2732.29769791158,2298.31824476819,2093.27442974461,1927.89057516407,2120.64330280823,2153.51714697627
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Åmål,28777.1884450774,19891.8912301598,9602.41380859288,4032.51580142569,2063.22670597888,1830.57417268314,1818.47596031151,1596.98920794931,1417.68876490106,1318.51386607953,1459.82186632329,1481.17150050415
Egen uppärmning av bostäder och lokaler,Alla,Västra Götalands län,Öckerö,30276.3677602419,21351.474048119,10758.344397269,7273.32669484856,3842.9299232172,3580.25292150471,3176.99842206744,3178.5560864162,3439.6885089779,3397.02148694959,3322.9897876115,3310.74013603302
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Alla,315847.67879224,216908.105433648,105469.172232034,44961.2148099894,23396.8681780445,21104.7603135033,21053.3125470488,17789.2391082332,15806.7015664134,14559.2059561945,16271.1749414564,16524.6105080288
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Askersund,19584.5398670621,13442.9485785779,6784.29955296453,3117.66582736784,1663.94785704456,1539.96233378173,1519.85863616352,1262.22760472864,1156.38294933432,1062.63023702119,1168.75824568217,1186.87006442184
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Degerfors,17424.0689933686,12071.6856787305,5842.54951323564,2466.71652034683,1266.200655519,1126.39053066666,1119.97121865274,975.612553065384,868.817775567521,807.453238995514,894.699557702478,907.443392859283
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Hallsberg,22829.9628843447,15723.1540418491,7789.67021312394,3468.11359262044,1815.70321449754,1654.18744133539,1636.79048396964,1393.80025109603,1258.25976817044,1162.05443123298,1282.05845283581,1301.76661848018
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Hällefors,14917.5071280058,9755.18462847842,4482.72231707891,1655.92437612925,835.641848107068,729.671238692059,733.905099946818,649.224796589454,528.75867764593,479.843578078666,553.906688727404,568.046177761686
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Karlskoga,31960.6915141506,22537.2509696052,10330.4598803315,3820.12352179462,1864.09214834252,1554.95366341959,1597.86212749874,1414.29625480233,1191.77419734868,1119.03237852776,1289.84828094284,1303.22114297129
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Kumla,23619.2420063477,16387.6854588116,7960.87953533863,3414.1674853326,1750.23790558141,1563.3240969497,1554.89413881044,1354.28616176927,1204.22419545457,1118.87731227337,1241.00749306135,1259.00475799486
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Laxå,10893.0561333114,7283.59089609926,3674.17922498212,1700.61513212938,900.170091636438,834.780501768094,814.645349407196,705.902188374792,638.288274584815,586.600428160149,638.929221812348,651.409873473792
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Lekeberg,13277.6643634414,9287.25376061352,4864.35498259166,2362.33156822649,1309.72220548363,1241.74701596674,1231.76264173296,948.582956816354,900.039158632083,820.257076229315,905.330707741356,916.560896247649
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Lindesberg,36834.5880937984,24866.5172188635,12047.2153713471,5017.80965932605,2685.05927953623,2462.24086733792,2482.70408451539,1956.99665472766,1726.08935751004,1558.66045966561,1784.2220442772,1815.28786405645
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Ljusnarsberg,11533.7263258345,7643.59926752571,3542.16593273609,1341.96828335418,680.888190423999,597.962629870234,603.279146129389,522.918252447934,432.863067450638,393.893010686341,454.350793566594,464.584406827267
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Nora,16794.2895881966,11323.4806105935,5341.82668332158,2111.87837875839,1091.51971913468,973.215235552048,984.092961346369,818.147120843329,698.432513510305,635.858084507377,731.243189906184,744.838451376938
Egen uppärmning av bostäder och lokaler,Alla,Örebro län,Örebro,96178.3629699222,66585.7521357051,32808.8317681985,14483.897073229,7533.68640177012,6826.32504541201,6773.54856744911,5787.24439368849,5202.77028034456,4814.04288976243,5326.81912119249,5405.5753128392
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Alla,390325.683776434,264108.459034443,134156.120658885,63030.044950458,33544.5870326009,31241.1772241308,30639.9298262576,25960.1053059825,23630.6942795122,21697.0370066465,23743.1776830182,24169.1782417285
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Boxholm,11482.5243455154,7744.11910098977,3886.68145994301,1775.84395448913,938.690251447777,866.310283727172,848.676578835919,730.038826561877,660.830941472701,607.977036077538,664.432084220173,676.553792161827
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Finspång,23153.657949205,15719.8163153962,7971.92093945109,3765.92587142648,1990.05577886174,1850.85260594335,1817.84994819142,1550.21532023502,1403.23266094635,1290.14489496122,1414.9361909968,1440.40716898442
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Kinda,23945.5040724646,15761.4839205863,8395.45160662921,4360.37914523483,2366.92529747351,2276.41915796237,2209.05971802136,1860.627193857,1707.92474686261,1556.4267204568,1687.61757197723,1723.98035518911
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Linköping,76369.3917425852,51291.2742059858,26133.3850682006,12371.2638714369,6587.36314889491,6152.68994304373,6015.28320739589,5133.6032775934,4666.54230310355,4281.84372751332,4672.45746518937,4761.19189502722
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Mjölby,23919.0289741185,15723.7331840702,8426.35446704851,4332.21949815439,2394.55675234055,2310.35972435774,2241.19373447001,1841.87563393393,1716.94737598049,1559.822324152,1687.13645734806,1721.75750756123
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Motala,54481.8997867615,37668.5012383666,18461.823952978,8034.07746330734,4166.55023127723,3756.21777993856,3726.58653174513,3203.89685251177,2873.82076678272,2661.87789212007,2944.17410917064,2987.68225676009
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Norrköping,75691.9984684564,51169.4705311982,25552.1296028645,11640.9564046488,6097.3900698566,5603.4523899843,5495.75931160837,4779.73883648628,4295.36424905391,3959.6006499589,4335.32250332356,4414.99600499515
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Söderköping,25960.0310192143,18152.9065722514,9027.04033626964,4051.69935267196,2130.35777157924,1944.70257310039,1936.79116039403,1608.70810555768,1462.20626090469,1349.96921432148,1498.61258144433,1518.48068113051
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Vadstena,14353.3664507783,9533.62407081018,4926.93101687227,2368.6135562778,1283.40053060649,1211.41611525028,1179.02448334065,991.669394512458,912.467701910311,833.745651012929,904.769749228169,922.524256049698
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Valdemarsvik,18041.4222578108,12473.5505694973,6329.56274657631,2948.49380381916,1578.02563049135,1465.78460891396,1450.50761751534,1189.7460139653,1093.71522536403,1004.40127310775,1107.8082491421,1124.11043800941
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Ydre,12065.2747280761,8424.83586541523,4383.83140134223,2153.72696926122,1169.13860388816,1104.3027164591,1095.10914003282,871.08814844554,810.512374297404,741.365873644909,819.798183681835,831.25224857187
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Åtvidaberg,18500.7194801845,12005.5256092565,6274.31900945338,3101.68121420039,1681.33190063017,1601.28633972498,1544.68599692195,1327.97970414017,1215.68846342283,1108.87825667691,1194.14725954787,1221.31006563541
Egen uppärmning av bostäder och lokaler,Alla,Östergötlands län,Ödeshög,12360.8581786004,8439.61128603521,4386.67730195661,2125.1564814025,1160.80631838151,1097.37810249322,1079.40230690024,870.91912821224,811.443195968681,740.982662200273,811.965908924998,824.933398345981
Egen uppärmning av bostäder och lokaler,Bostäder,Alla,Alla,6037294.86760001,4419078.53420001,1991708.46,723517.1,333519.335657801,263759.210305863,276230.843225721,259568.499493829,214112.882871132,206439.727977556,239814.849978169,240854.333960711
Egen uppärmning av bostäder och lokaler,Bostäder,Blekinge län,Alla,151233.580317387,110551.77815259,49796.3886994561,17994.5527548168,8304.49496858289,6557.67354738665,6864.17018021651,6451.22863004181,5326.93777575146,5135.73120587983,5961.08431030329,5986.65406512965
Egen uppärmning av bostäder och lokaler,Bostäder,Blekinge län,Karlshamn,38351.5196027176,27899.9881160933,12539.2538548276,4443.27986510918,2059.49517233901,1617.12869082421,1689.3705979501,1588.77461800058,1316.97814029508,1269.42230926267,1468.81711682205,1474.866565827
Egen uppärmning av bostäder och lokaler,Bostäder,Blekinge län,Karlskrona,43887.5151598917,32271.7648685803,14575.5744681285,5390.84381923764,2475.32372349064,1967.53881677719,2064.20140572775,1938.56441829535,1593.55865592231,1536.75855350914,1790.2189235337,1798.25054354562
Egen uppärmning av bostäder och lokaler,Bostäder,Blekinge län,Olofström,19219.0445129866,13973.7965589191,6278.72903482431,2219.82396661108,1029.42742069998,807.779755579722,843.670086620724,793.493286636818,658.046134769176,634.267702376859,733.62606926129,736.633046006267
Egen uppärmning av bostäder och lokaler,Bostäder,Blekinge län,Ronneby,23938.2012085448,17618.6905766279,7960.83261487329,2954.83769835695,1355.73916645871,1078.69704029261,1132.08056488587,1063.0567122366,873.27354494984,842.180142885885,981.62041020687,986.053711597541
Egen uppärmning av bostäder och lokaler,Bostäder,Blekinge län,Sölvesborg,25837.3110785848,18787.5298011941,8441.99872680242,2985.76605784632,1384.51072805089,1086.52869121187,1134.8479109221,1067.33989704997,885.081100406903,853.102545910772,986.801678806889,990.84963737052
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Alla,264163.357812524,194552.155701991,87932.3155985017,32719.256343098,15004.2320788933,11946.441875349,12540.6562579525,11775.1166352171,9668.39244186441,9324.40066768177,10872.3989555805,10921.7257269088
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Avesta,19141.174764341,14086.9350908823,6364.81554988352,2361.72570168548,1083.67803456882,862.158107191372,904.798990612072,849.640707357305,697.998158116904,673.143314850647,784.559446061392,788.100616360683
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Borlänge,25736.6400014778,19109.4325429576,8668.68330807772,3325.34528791741,1515.09351118853,1216.4797598181,1280.6609608653,1201.34848870575,980.82712847953,946.243573226418,1108.42340787128,1113.72766878515
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Falun,44132.2530734462,32470.7823380519,14669.3714345793,5437.84196121446,2495.68416623804,1984.98169314316,2082.95707612324,1956.03753028936,1607.22838449399,1549.98012140945,1806.25241321011,1814.39020600695
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Gagnef,10890.2031972481,7876.40382813265,3530.38925249291,1220.80626835156,568.975467499179,443.570926159074,462.215669420529,435.055891402238,362.415235226976,349.229272875846,402.471848008314,404.041549162411
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Hedemora,15595.8654872068,11469.3719915672,5180.41564822353,1916.82752208314,880.071277489243,699.619171134049,734.021106743228,689.335662331327,566.608120614007,546.414888858085,636.578430370338,639.436787173787
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Leksand,19217.3928539679,14238.6479965036,6452.97957875969,2456.12645078108,1120.90078422292,898.064882978513,944.759896999444,886.461580144949,724.783410127876,699.169001829454,818.04745787181,821.910709808696
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Ludvika,32470.96970057,23711.4188033206,10675.3168054113,3841.46100241211,1774.47925874893,1399.53655518498,1464.33368166669,1376.43134326065,1137.49035575804,1096.60868691269,1271.99301003159,1277.40286564897
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Malung-Sälen,10774.1752054354,7978.76929510985,3615.1590040514,1373.38657384727,627.022989133032,502.109243562118,528.122631607714,495.56270610261,405.321465558845,390.989103427046,457.337883278109,459.490620580363
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Mora,21668.8287451968,15971.8381993286,7221.52289045719,2695.53427040586,1235.27355003523,984.389354722182,1033.66336454098,970.467651496049,796.366154250869,768.058679904647,895.998933163689,900.087350566119
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Orsa,2204.94704340616,1636.16278157436,742.013506628092,283.997364100651,129.456214966455,103.877519850349,109.335186967978,102.571011102742,83.7776686279624,80.8217448826033,94.6422273775818,95.0934078397761
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Rättvik,16891.7698042786,12520.1267767745,5675.07864400141,2162.9754728179,986.833221650303,790.943376488691,832.174101047478,780.79059046369,638.22526264483,615.678949071813,720.508069163409,723.918588174011
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Smedjebacken,15510.2322383397,11459.0099708926,5186.53782175286,1953.07137223869,893.346224658954,713.646170836999,749.996632416486,703.949510346551,576.706149903955,556.260288342316,649.790737887506,652.80270626402
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Säter,12353.4283040834,9070.44639669989,4093.9264686104,1505.50887748213,692.144319489567,549.274171073754,575.938683291353,540.983490219934,445.192180228789,429.296629818493,499.657625771569,501.875333802872
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Vansbro,9847.60714695382,7199.15044974911,3242.86249955356,1172.20669035972,540.937809339571,427.190586837556,447.170524609967,420.264967369642,347.002380212996,334.548148162233,388.331486248405,389.998176536241
Egen uppärmning av bostäder och lokaler,Bostäder,Dalarnas län,Älvdalen,7727.90099554356,5753.65010898628,2613.24017176879,1012.443380427,460.334579902913,370.599128143519,390.508072615108,366.213842647981,298.450605721522,287.957855553324,337.807054113114,339.450261764177
Egen uppärmning av bostäder och lokaler,Bostäder,Gotlands län,Alla,41705.8493046044,30742.1367728319,13900.0346795468,5189.18602337702,2377.95257500277,1895.0714812834,1989.95989419684,1868.28917185714,1533.07417242651,1478.58219355671,1724.91966237659,1732.79239825587
Egen uppärmning av bostäder och lokaler,Bostäder,Gotlands län,Gotland,41705.8493046044,30742.1367728319,13900.0346795468,5189.18602337702,2377.95257500277,1895.0714812834,1989.95989419684,1868.28917185714,1533.07417242651,1478.58219355671,1724.91966237659,1732.79239825587
Egen uppärmning av bostäder och lokaler,Bostäder,Gävleborgs län,Alla,164339.673150457,121292.054252148,54873.7100431671,20584.8560102204,9423.29336136222,7519.82632679748,7899.99523639139,7415.84691072102,6079.73070429682,5863.94383097188,6845.94720675279,6877.46679892095
Egen uppärmning av bostäder och lokaler,Bostäder,Gävleborgs län,Bollnäs,19949.6597454904,14759.5712944294,6684.65529423407,2530.48789777025,1156.16767462868,924.938927074501,972.534396234623,912.675418185533,746.970260086449,720.529211561252,842.349737200318,846.290513205477
Egen uppärmning av bostäder och lokaler,Bostäder,Gävleborgs län,Gävle,36996.6953371969,27354.2303337049,12385.2581431459,4677.30093677705,2138.11672273139,1709.38149533786,1796.93950193506,1686.46304499293,1380.88187553326,1331.96734203209,1556.60397931663,1563.85627460752
Egen uppärmning av bostäder och lokaler,Bostäder,Gävleborgs län,Hofors,5097.11110005793,3766.15594791755,1704.70465809669,642.184938698669,293.714622252079,234.658177365337,246.619938614813,231.475537646545,189.620909663376,182.899096964074,213.664779196348,214.655867642406
Egen uppärmning av bostäder och lokaler,Bostäder,Gävleborgs län,Hudiksvall,21544.9472904586,15827.5127734455,7145.4065867963,2632.99883836715,1209.96642265537,960.756963639053,1007.59578553917,946.38059916445,778.503669678983,750.72429181585,874.041664489573,877.935985446818
Egen uppärmning av bostäder och lokaler,Bostäder,Gävleborgs län,Ljusdal,21550.2902316757,15878.1386164872,7177.86171168627,2675.1656349581,1226.33912410844,976.855978131035,1025.60360105622,962.946755597821,790.421597553345,762.312690335865,889.088806882544,893.134374152864
Egen uppärmning av bostäder och lokaler,Bostäder,Gävleborgs län,Nordanstig,7702.00719913221,5655.15123655731,2552.43811281572,938.631861157925,431.528307186586,342.453011897561,359.077168871734,337.283882112269,277.561803189152,267.651481793718,311.518735354965,312.901350899157
Egen uppärmning av bostäder och lokaler,Bostäder,Gävleborgs län,Ockelbo,4605.95444633469,3391.37716559316,1532.63956131328,569.750849812577,261.326483785408,208.014594250367,218.341418764002,205.018945308085,168.368486348814,162.376404445387,189.306021505134,190.16341702156
Egen uppärmning av bostäder och lokaler,Bostäder,Gävleborgs län,Ovanåker,10075.3132932743,7444.16629845709,3369.452418755,1269.13437796511,580.478866054046,463.745066832756,487.377853939093,457.451051888678,374.746511293762,361.461604828902,422.25423906923,424.212398034147
Egen uppärmning av bostäder och lokaler,Bostäder,Gävleborgs län,Sandviken,16515.6174651933,12217.2658299296,5532.89786469218,2093.42347181083,956.578244835151,765.1595659004,804.494723704731,754.990433426146,617.972921111398,596.094807436181,696.823673731789,700.080781252943
Egen uppärmning av bostäder och lokaler,Bostäder,Gävleborgs län,Söderhamn,20302.0830157292,14998.4718944154,6788.39743062204,2555.77867690106,1169.0765630976,933.862162548439,981.411346173229,921.161892080193,754.683467470925,727.926202808884,850.295793351241,854.235850677624
Egen uppärmning av bostäder och lokaler,Bostäder,Hallands län,Alla,285460.206239033,207801.516242959,93421.4038905789,33192.2592067588,15375.7277686468,12082.4692163703,12625.6601137944,11872.7813714931,9836.43609231842,9481.53638308821,10975.5745107841,11021.0372019925
Egen uppärmning av bostäder och lokaler,Bostäder,Hallands län,Falkenberg,34683.7064247501,25342.9035765294,11413.0818426568,4117.16573613235,1900.79420433986,1500.22959587453,1570.07899799917,1475.70801521427,1218.93861925487,1175.16299014639,1363.64898934805,1369.4778886665
Egen uppärmning av bostäder och lokaler,Bostäder,Hallands län,Halmstad,81984.2210262071,59613.3932730605,26786.468917033,9473.05473781182,4392.77212329935,3447.25239567897,3600.52531648944,3386.35292432969,2808.14608939279,2706.68298151472,3130.83590814697,3143.67578944021
Egen uppärmning av bostäder och lokaler,Bostäder,Hallands län,Hylte,12295.6328894344,8936.65687506738,4014.75603414628,1417.26236621714,657.467207580304,515.679957850649,538.508797454243,506.507212686191,420.174831124162,404.984718054667,468.311241089931,470.224393930245
Egen uppärmning av bostäder och lokaler,Bostäder,Hallands län,Kungsbacka,47702.1502821166,34909.0724993963,15732.2812961008,5710.33489468619,2632.75909439488,2081.59985329592,2179.85161872416,2048.4165776646,1689.96482471303,1629.38643360293,1892.56754393583,1900.75747058777
Egen uppärmning av bostäder och lokaler,Bostäder,Hallands län,Laholm,69676.1873402936,50408.7252180303,22597.5073208353,7824.14216307048,3645.50793642024,2843.09366025183,2962.9938250755,2788.76524187415,2322.52480179028,2238.05632803516,2579.80832196878,2589.89928810235
Egen uppärmning av bostäder och lokaler,Bostäder,Hallands län,Varberg,39118.3138989007,28590.7689164627,12877.3070886144,4650.29964575474,2146.42797914741,1694.61356918472,1773.70081842929,1667.0329106117,1376.68792308409,1327.26278753785,1540.40320424757,1547.00183852183
Egen uppärmning av bostäder och lokaler,Bostäder,Jämtlands län,Alla,89170.3237454302,66247.3953494537,30059.885013484,11555.6361517293,5262.63444761191,4227.84558543,4451.77968576277,4175.80881733494,3407.96404401167,3287.87479391357,3852.61118091059,3871.1125600143
Egen uppärmning av bostäder och lokaler,Bostäder,Jämtlands län,Berg,7291.66340985911,5418.60269488356,2458.98569832158,946.174689644598,430.819252880928,346.195872637173,364.564332155477,341.954700227826,279.028325585662,269.19873410217,315.48115454371,316.998597511153
Egen uppärmning av bostäder och lokaler,Bostäder,Jämtlands län,Bräcke,6004.51077708551,4456.81405233167,2021.44992706765,774.462728100305,352.953737174764,283.292291711861,298.204013497869,279.74671683292,228.448669797504,220.390699565923,258.115916826531,259.348510089557
Egen uppärmning av bostäder och lokaler,Bostäder,Jämtlands län,Härjedalen,15520.6468269946,11526.2545566547,5229.14262184632,2007.31602692346,914.440027264264,734.349062172613,773.142895260035,725.246134734778,592.04352892887,571.172608085632,669.136768686884,672.342562446183
Egen uppärmning av bostäder och lokaler,Bostäder,Jämtlands län,Krokom,11317.5541545784,8410.60504054616,3816.82484694759,1468.81996405916,668.777520653732,537.430401891399,565.951592051004,530.850390670221,433.154208641304,417.895590596978,489.751438209093,492.10756472517
Egen uppärmning av bostäder och lokaler,Bostäder,Jämtlands län,Ragunda,5541.24642718624,4060.5421282257,1831.05332136883,668.117959959316,307.683267743553,243.634257199855,255.266238866648,239.833827843988,197.663813516597,190.589648220836,221.556827738445,222.525541509292
Egen uppärmning av bostäder och lokaler,Bostäder,Jämtlands län,Strömsund,10188.0154763737,7567.31651170058,3433.34385204927,1318.78049477179,600.696892242839,482.476320029388,507.993578594917,476.514010384739,388.950603885777,375.241621679863,439.641450608833,441.749979600139
Egen uppärmning av bostäder och lokaler,Bostäder,Jämtlands län,Åre,11304.8511396406,8392.56847789837,3806.89289333719,1459.52973160848,665.068322541358,533.907546871458,562.047478300954,527.248313950978,430.509757309775,415.327643474959,486.471840471192,488.797600940129
Egen uppärmning av bostäder och lokaler,Bostäder,Jämtlands län,Östersund,22001.8214770396,16414.6929161098,7462.19220034362,2912.43472511917,1322.19517473652,1066.55960262416,1124.61024842217,1054.41407300785,858.165086494136,828.058788924023,972.455225463443,977.241908781759
Egen uppärmning av bostäder och lokaler,Bostäder,Jönköpings län,Alla,246343.792802255,180626.818129243,81474.1190486615,29799.6763478991,13716.260830114,10868.3761424669,11389.9507107614,10700.528950297,8814.9749645794,8499.72520893255,9884.47172972919,9927.88958521235
